Title,Year,Duration,Genre,Rating,Votes,Director,Actor1,Actor2,Actor3,genre_list,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Unknown,genre_War,genre_Western,Director_enc,Actor1_enc,Actor2_enc,Actor3_enc
#Gadhvi (He thought he was Gandhi),(2019),0.0,Drama,7.0,8,Gaurav Bakshi,Rasika Dugal,Vivek Ghamande,Arvind Jangid,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,1782,2815,377
#Yaaram,(2019),0.0,"Comedy, Romance",4.4,35,Ovais Khan,Prateik,Ishita Raj,Siddhant Kapoor,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1749,1589,890,2572
...Aur Pyaar Ho Gaya,(1997),0.0,"Comedy, Drama, Musical",4.7,827,Rahul Rawail,Bobby Deol,Aishwarya Rai Bachchan,Shammi Kapoor,"['Comedy', 'Drama', 'Musical']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2005,508,85,2449
...Yahaan,(2005),0.0,"Drama, Romance, War",7.4,0,Shoojit Sircar,Jimmy Sheirgill,Minissha Lamba,Yashpal Sharma,"['Drama', 'Romance', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2643,931,1388,3030
?: A Question Mark,(2012),0.0,"Horror, Mystery, Thriller",5.6,326,Allyson Patel,Yash Dave,Muntazir Ahmad,Kiran Bhatia,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,174,2521,1461,1205
@Andheri,(2014),0.0,"Action, Crime, Thriller",4.0,11,Biju Bhaskar Nair,Augustine,Fathima Babu,Byon,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,519,398,698,567
1:1.6 An Ode to Lost Love,(2004),0.0,Drama,6.2,17,Madhu Ambat,Rati Agnihotri,Gulshan Grover,Atul Kulkarni,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,1786,772,431
1:13:7 Ek Tera Saath,(2016),0.0,Horror,5.9,59,Arshad Siddiqui,Pankaj Berry,Anubhav Dhir,Hritu Dudani,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,335,1512,252,940
100 Days,(1991),0.0,"Horror, Romance, Thriller",6.5,983,Partho Ghosh,Jackie Shroff,Madhuri Dixit,Javed Jaffrey,"['Horror', 'Romance', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1804,870,1234,1028
100% Love,(2012),0.0,"Comedy, Drama, Romance",5.7,512,Rabi Kinagi,Jeet,Koyel Mallick,Sujoy Ghosh,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1977,918,1117,2687
102 Not Out,(2018),0.0,"Comedy, Drama",7.4,0,Umesh Shukla,Amitabh Bachchan,Rishi Kapoor,Vijay Raaz,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935,206,2029,2933
10ml LOVE,(2010),0.0,"Comedy, Drama, Romance",6.3,162,Sharat Katariya,Neil Bhoopalam,Anusha Bose,Manu Rishi Chadha,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2587,1448,267,1420
12 O'Clock,(1958),0.0,"Crime, Drama, Mystery",7.2,72,Pramod Chakravorty,Guru Dutt,Waheeda Rehman,Shashikala,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1872,780,2827,2478
12 O'Clock,(2021),0.0,"Horror, Thriller",4.4,63,Ram Gopal Varma,Mithun Chakraborty,Makrand Deshpande,Dalip Tahil,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2146,1304,1255,629
127 B,(2017),0.0,"Comedy, Horror",6.6,26,Seshu Kmr,Mast Ali,Aziz Naser,Heena Shaik,"['Comedy', 'Horror']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2536,1250,402,917
13B: Fear Has a New Address,(2009),0.0,"Drama, Horror, Mystery",7.3,0,Vikram K. Kumar,Madhavan,Neetu Chandra,Poonam Dhillon,"['Drama', 'Horror', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3036,1158,1558,1816
15 Park Avenue,(2005),0.0,Drama,7.1,0,Aparna Sen,Shabana Azmi,Konkona Sen Sharma,Rahul Bose,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,2030,1115,1955
15th August,(1993),0.0,Drama,5.6,15,Vicky Ranawat,Ronit Roy,Tisca Chopra,Shakti Kapoor,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996,1862,2655,2438
16 December,(2002),0.0,"Action, Thriller",6.9,0,Mani Shankar,Milind Soman,Danny Denzongpa,Gulshan Grover,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1456,1297,562,877
18.11,(2014),0.0,Action,3.5,10,Mohibul Haque,Rehal Khan,Gulshan Grover,Mukesh Tiwari,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,1814,772,1559
1857,(1946),,"Drama, History",5.0,8,Mohan Sinha,Nigar Sultana,Suraiya,Menaka Devi,"['Drama', 'History']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1571,1452,2564,1474
19 Revolutions,(2004),0.0,Drama,4.5,16,Sridhar Reddy,Tarun Arora,Gulshan Grover,Vinay Pandey,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710,2343,772,2973
1920,(2008),0.0,"Horror, Mystery, Romance",6.4,0,Vikram Bhatt,Rajniesh Duggall,Adah Sharma,Anjori Alagh,"['Horror', 'Mystery', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3035,1721,50,274
1920 London,(2016),0.0,"Horror, Mystery",4.1,0,Dharmendra Suresh Desai,Sharman Joshi,Meera Chopra,Vishal Karwal,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,692,2076,1361,2995
1920: Evil Returns,(2012),0.0,"Drama, Horror, Romance",4.8,0,Bhushan Patel,Vicky Ahuja,Tia Bajpai,Tarakesh Chauhan,"['Drama', 'Horror', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,516,2431,2642,2795
1921,(2018),0.0,"Horror, Mystery, Romance",4.5,0,Vikram Bhatt,Zareen Khan,Karan Kundra,Vikram Bhatt,"['Horror', 'Mystery', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3035,2546,1052,2958
1942: A Love Story,(1994),0.0,"Action, Drama, History",7.2,0,Vidhu Vinod Chopra,Anil Kapoor,Jackie Shroff,Manisha Koirala,"['Action', 'Drama', 'History']",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,250,900,1393
1971,(2007),0.0,"Action, Drama, War",8.1,0,Amrit Sagar,Manoj Bajpayee,Ravi Kishan,Deepak Dobriyal,"['Action', 'Drama', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,219,1224,1989,661
1978: A Teen Night Out,(2019),0.0,Thriller,4.0,20,Aziz Zee,Abuzar Akhtar,Apurva Godbole,Vaishnavi Kadam,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,430,56,281,2885
1982 - A Love Marriage,(2017),0.0,Comedy,5.5,106,Prashant Gore,Amitkumar Sharma,Omna,Rita Agarwal,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1882,207,1637,2166
19th January,(2014),,Drama,7.3,16,Sanjay Amar,Mumtaz Ahmed,Bidita Bag,Madhuri Bhatia,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442,1358,461,1336
2 Little Indians,(2013),,"Comedy, Family",5.6,14,Ravi Bhatia,Ravi Bhatia,Ronak Bhatia,Kamal Chopra,"['Comedy', 'Family']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,1796,2065,1126
2 Nights in Soul Valley,(2012),0.0,"Adventure, Horror, Mystery",6.8,21,Harish Sharma,Hemant Pandey,Sumeet Sharma,Sumeet Sharma,"['Adventure', 'Horror', 'Mystery']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,915,812,2537,2702
2 October,(2003),0.0,"Action, Crime, Thriller",5.0,33,Sunil Tiwari,Ashutosh Rana,Rocky Verma,Saadhika,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2811,382,2050,2233
2 States,(2014),0.0,"Comedy, Drama, Romance",6.9,0,Abhishek Varman,Arjun Kapoor,Alia Bhatt,Amrita Singh,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,327,130,212
2.0,(2018),0.0,"Action, Sci-Fi",6.2,0,S. Shankar,Rajinikanth,Akshay Kumar,Amy Jackson,"['Action', 'Sci-Fi']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2315,1711,114,216
2001: Do Hazaar Ek,(1998),0.0,"Crime, Mystery, Thriller",3.5,112,Raj N. Sippy,Jackie Shroff,Dimple Kapadia,Tabu,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,870,629,2771
2016 the End,(2017),0.0,Comedy,6.1,94,Jaideep Chopra,Divyendu Sharma,Kiku Sharda,Harshad Chopda,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,676,1093,910
22 Days,(2018),0.0,Thriller,6.1,8,Shivam Tiwari,Rahul Dev,Shivam Tiwari,Sophia Singh,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2634,1652,2369,2639
22 June 1897,(1979),0.0,"Drama, History",7.7,52,Jayoo Patwardhan,Nachiket Patwardhan,Sadashiv Amrapurkar,Udayan Dixit,"['Drama', 'History']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1081,1376,2111,2843
22 Yards,(2019),0.0,Sport,6.1,361,Mitali Ghoshal,Barun Sobti,Amartya Ray,Rajit Kapoor,['Sport'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1552,446,148,2015
23rd March 1931: Shaheed,(2002),0.0,"Biography, Drama, History",5.1,642,Guddu Dhanoa,Bobby Deol,Sunny Deol,Amrita Singh,"['Biography', 'Drama', 'History']",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,865,508,2557,212
25th July,(1951),,Unknown,7.6,5,Chitra Mitra,Unknown,Unknown,Unknown,['Unknown'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,598,2385,2681,2853
26 January,(1956),,Unknown,6.6,7,Ramesh Saigal,Ajit,Unknown,Unknown,['Unknown'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2180,118,2681,2853
26th July at Barista,(2008),,Drama,3.1,32,Mohan Sharma,Ajita,Himani Chawla,Sumeet Chawla,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,124,825,2699
27 Down,(1974),0.0,Drama,6.9,194,Awtar Krishna Kaul,Sudhir Dalvi,Rakhee Gulzar,Sadhu Meher,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,2238,1921,2251
3 AM: A Paranormal Experience,(2014),0.0,"Horror, Romance",5.0,514,Vishal Mahadkar,Salil Acharya,Kavin Dave,Jason Matthew Ethier,"['Horror', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3072,1933,1076,1017
3 Bachelors,(2012),0.0,"Comedy, Romance",3.3,165,Ajai Sinha,Sharman Joshi,Negar Khan,Nigaar Khan,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107,2076,1560,1689
3 Deewarein,(2003),0.0,"Crime, Drama",7.8,0,Nagesh Kukunoor,Naseeruddin Shah,Jackie Shroff,Juhi Chawla,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,1405,900,1090
3 Dev,(2019),0.0,Comedy,6.9,35,Ankush Bhatt,Karan Singh Grover,Ravi Dubey,Kunaal Roy Kapur,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,1019,1985,1259
3 Idiots,(2009),0.0,"Comedy, Drama",8.4,0,Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106,18,1220,1525
3 Nights 4 Days,(2009),,"Drama, Romance",5.2,23,Devang Dholakia,Sameer Aftab,Hrishitaa Bhatt,Anuj Sahani,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,673,1942,836,307
3 Storeys,(2018),0.0,Drama,6.9,358,Arjun Mukerjee,Aisha Ahmed,Tarun Anand,Richa Chadha,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,98,2635,2144
3.0 Megapixel,(2015),0.0,"Adventure, Drama",4.3,6,Divakar Ghodake,Seema Azmi,Meenal Chirankar,Pooja Kasekar,"['Adventure', 'Drama']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,2022,1358,1810
30 Days,(2004),,Horror,5.0,14,Ravi Sinha,Abhay Bhargava,Milind Gunaji,Dinesh Hingoo,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2224,32,1385,726
30 Minutes,(2016),,Thriller,4.8,26,Yesudas,Rana Jung Bahadur,Hrishitaa Bhatt,Shiva Kumar,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3110,1758,836,2519
31st October,(2015),0.0,"Action, Drama, History",5.8,238,Shivaji Lotan Patil,Soha Ali Khan,Lakha Lakhwinder Singh,Nagesh Bhonsle,"['Action', 'Drama', 'History']",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2631,2170,1168,1591
340,(2009),,Thriller,4.6,9,Suryaprakash Lakkoju,Ragesh Asthana,Iqbal Azad,Ahsaas Channa,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2838,1641,873,94
36 China Town,(2006),0.0,"Comedy, Mystery, Thriller",5.7,0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshaye Khanna,Kareena Kapoor,"['Comedy', 'Mystery', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38,1251,116,1171
36 Chowringhee Lane,(1981),0.0,"Drama, Romance",7.5,392,Aparna Sen,Jennifer Kendal,Dhritiman Chatterjee,Debashree Roy,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,307,922,612,655
36 Ghante,(1974),,"Action, Crime, Drama",6.7,128,Raj Tilak,Raaj Kumar,Mala Sinha,Sunil Dutt,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,1635,1258,2713
376 D,(2020),0.0,"Crime, Thriller",5.7,252,Gunveen Kaur,Robin Sikarwar,Vivek Kumar,Deeksha Joshi,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,872,1847,2817,657
377 AbNormal,(2019),0.0,Drama,5.6,93,Faruk Kabir,Muntazir Ahmad,Shashank Arora,Mohd. Zeeshan Ayyub,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,1364,2317,1510
3D Saamri,(1985),0.0,Horror,5.6,80,Shyam Ramsay,Tulsi Ramsay,Rajan Sippy,Arti Gupta,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2665,2370,1869,365
3G: A Killer Connection,(2013),0.0,"Horror, Sci-Fi, Thriller",3.6,0,Sheershak Anand,Shantanu Ray Chhibber,Neil Nitin Mukesh,Sonal Chauhan,"['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2604,2063,1573,2620
3rd EYE,(2019),0.0,Horror,6.3,6,Sanjay Niranjan,Deepak Bhatia,Mukul Dev,Sakshi Dwivedi,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2459,595,1454,2277
404: Error Not Found,(2011),0.0,"Drama, Mystery, Thriller",7.3,0,Prawaal Raman,Rajvvir Aroraa,Imaaduddin Shah,Nishikant Kamat,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1904,1729,853,1727
417 Miles,(2016),0.0,Drama,4.8,9,Mainak Dhar,Marilia Colturato,Kyara Jacob,Kyara Ralella Jacob,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,1240,1163,1272
42 Kms.,(2009),,"Drama, Sport",3.9,14,Nisha Chainani,Mandira Bedi,Bikram Saluja,Sammir Dattani,"['Drama', 'Sport']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1721,1197,463,2304
498A-The Wedding Gift,(2012),0.0,"Drama, Family, Musical",7.8,21,Suhaib Ilyasi,Srishti Gautam,Farida Jalal,Supriya Karnik,"['Drama', 'Family', 'Musical']",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2760,2219,694,2727
5 Ghantey Mien 5 Crore,(2012),0.0,Thriller,5.7,75,Faisal Saif,Nassar Abdulla,Shawar Ali,Rashid Khan,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,765,1408,2327,2098
5 Rifles,(1974),0.0,"Action, Comedy",6.5,36,I.S. Johar,Rakesh Khanna,Rajesh Khanna,Ambika Johar,"['Action', 'Comedy']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,1732,1889,177
50 Lakh,(2007),,"Comedy, Thriller",6.5,82,Chandra Sekhar Yeleti,Pawan Malhotra,Mohit Chadha,Veerendra Chauhan,"['Comedy', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,577,1538,1414,2910
5ters: Castle of Dark Master,(2011),0.0,"Action, Adventure, Fantasy",4.6,19,G. Venugopal,Akash,Avinash,Gagan,"['Action', 'Adventure', 'Fantasy']",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,792,131,383,801
6.40 PM,(1967),,Unknown,5.4,5,Mani Kaul,Unknown,Unknown,Unknown,['Unknown'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1454,2385,2681,2853
6-5=2,(2014),0.0,Horror,4.2,171,Bharat Jain,Prashantt Guptha,Gaurav Paswala,Gaurav Kothari,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,498,1585,734,823
68 Pages,(2007),0.0,Drama,6.2,31,Sridhar Rangayan,Mouli Ganguly,Joy Sengupta,Jayati Bhatia,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709,1334,978,1049
7 1/2 Phere: More Than a Wedding,(2005),0.0,"Comedy, Drama",5.3,281,Ishaan Trivedi,Juhi Chawla,Irrfan Khan,Manoj Pahwa,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,951,879,1413
7 Bijliyaan,(1988),0.0,Action,5.0,7,Raju Saigal,Tina Ambani,Shoma Anand,Krishan Dhawan,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,2354,2378,1233
7 Days,(1995),,"Action, Drama",3.4,10,Sunil Kumar,Arvind Singh,Channa Ruparel,Avtar Gill,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799,353,517,442
7 Hours to Go,(2016),0.0,"Crime, Thriller",5.7,398,Saurabh Varma,Sandeepa Dhar,Natasa Stankovic,Shiv Panditt,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2525,1959,1520,2518
7 Islands and a Metro,(2006),0.0,Documentary,6.2,10,Dutta Madhusree,Vibha Chhibber,Harish Khanna,Om Prakash,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,2429,799,1745
7 Khoon Maaf,(2011),0.0,"Drama, Mystery, Thriller",6.1,0,Vishal Bhardwaj,Priyanka Chopra Jonas,Vivaan Shah,Neil Nitin Mukesh,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3070,1622,2814,1680
7 Saal Baad,(1987),0.0,"Drama, Horror, Musical",4.1,34,S.U. Syed,Sharmila Tagore,Suresh Oberoi,Navin Nischol,"['Drama', 'Horror', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2349,2077,2571,1635
706,(2019),0.0,Thriller,5.3,449,Shravankumar Tiwari,Mohan Agashe,Raayo S. Bakhirta,Divya Dutta,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2646,1310,1815,741
72 Hours: Martyr Who Never Died,(2019),0.0,"Action, Biography, Drama",5.3,249,Avinash Dhyani,Avinash Dhyani,Yeshi Dema,Alka Amin,"['Action', 'Biography', 'Drama']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,407,2842,156
8 x 10 Tasveer,(2009),0.0,"Action, Fantasy, Mystery",5.4,0,Nagesh Kukunoor,Akshay Kumar,Ayesha Takia,Javed Jaffrey,"['Action', 'Fantasy', 'Mystery']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1650,145,393,1028
8119 Miles,(2021),0.0,"Adventure, Drama, Mystery",6.6,21,Joe Eshwar,Ranji Vijayan,Kuriakose Oonnittan,Guy Bleyaert,"['Adventure', 'Drama', 'Mystery']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1110,1771,1160,888
88 Antop Hill,(2003),0.0,"Mystery, Thriller",4.7,66,Kushan Nandy,Atul Kulkarni,Rahul Dev,Suchitra Pillai,"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1361,396,1846,2664
9 O' Clock,(2017),0.0,Action,5.3,9,Amrit Raj Thakur,Arun Bakshi,Ajeet Goswami,Rohit Rajawat,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,343,94,2193
99,(2009),0.0,"Comedy, Crime, Drama",7.3,0,Krishna D.K.,Raj Nidimoru,Kunal Khemu,Boman Irani,"['Comedy', 'Crime', 'Drama']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,1672,1157,553
99 Songs,(2019),0.0,"Musical, Romance",7.4,0,Vishwesh Krishnamoorthy,Ehan Bhat,Edilsy Vargas,Tenzing Dalha,"['Musical', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3086,687,663,2808
99.9 FM,(2005),0.0,"Crime, Drama",4.8,38,Sanjay Bhatia,Shawar Ali,Rajkumar Kanojia,Jai Nagra,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,2086,1903,999
A Billion Colour Story,(2016),0.0,Drama,8.1,412,Padmakumar Narasimhamurthy,Dhruva Padmakumar,Gaurav Sharma,Vasuki,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775,642,735,2904
A Daughter's Tale PANKH,(2017),0.0,Drama,6.3,10,Premraaj,Rajinder Verma,Sunil Lahri,Nishigandha Wad,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,1710,2550,1725
A Death in the Gunj,(2016),0.0,"Drama, Thriller",7.5,0,Konkona Sen Sharma,Kalki Koechlin,Vikrant Massey,Gulshan Devaiah,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1314,979,2778,876
A Far Afternoon: a Painted Saga by Krishen Khanna,(2015),0.0,"Documentary, Biography",7.7,10,Sruti Harihara Subramanian,Unknown,Unknown,Unknown,"['Documentary', 'Biography']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2722,2385,2681,2853
A Film by Aravind,(2005),0.0,"Horror, Mystery",6.8,179,Sekhar Suri,Sherlyn Chopra,Rajeev Kanakala,Richard Rishi,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2531,2094,1877,2148
A Flat,(2010),0.0,"Drama, Horror, Romance",4.5,202,Hemant Madhukar,Jimmy Sheirgill,Sanjay Suri,Hazel Croney,"['Drama', 'Horror', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,935,931,2199,915
