Title,Year,Duration,Genre,Rating,Votes,Director,Actor1,Actor2,Actor3,genre_list,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Unknown,genre_War,genre_Western,Director_enc,Actor1_enc,Actor2_enc,Actor3_enc
Kismat,(1995),0.0,"Musical, Family, Drama",5.1,70,Harmesh Malhotra,Rakhee Gulzar,Govinda,Mamta Kulkarni,"['Musical', 'Family', 'Drama']",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,918,1735,763,1370
Kismat,(2004),0.0,"Action, Drama",3.7,451,Guddu Dhanoa,Bobby Deol,Priyanka Chopra Jonas,Kabir Bedi,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,508,1785,1109
Kismat Konnection,(2008),0.0,"Comedy, Drama, Romance",5.2,0,Aziz Mirza,Shahid Kapoor,Vidya Balan,Vishal Malhotra,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,427,2042,2745,2997
Kisme Kitna Hai Dum,(1992),,Action,5.2,6,Mahendra Sandhu,Sadashiv Amrapurkar,Danny Denzongpa,Dan Dhanoa,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417,1901,562,633
Kismet,(1943),0.0,Drama,7.4,93,Gyan Mukherjee,Ashok Kumar,Mumtaz Shanti,Shah Nawaz,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,376,1457,2424
Kismet,(1980),,"Action, Family, Musical",4.9,17,Bhisham Kohli,Mithun Chakraborty,Ranjeeta Kaur,Shakti Kapoor,"['Action', 'Family', 'Musical']",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,509,1304,1964,2438
Kismet Ka Khel,(1956),0.0,"Action, Crime, Drama",6.1,10,Kishore Sahu,Sunil Dutt,Vyjayanthimala,Begum Para,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,2262,2824,489
Kismet Love Paisa Dilli,(2012),0.0,"Adventure, Comedy, Crime",4.2,557,Sanjay M. Khanduri,Vivek Oberoi,Mallika Sherawat,Neha Dhupia,"['Adventure', 'Comedy', 'Crime']",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458,2508,1265,1672
Kismetwala,(1986),0.0,"Action, Drama",4.2,8,S.D. Narang,Mithun Chakraborty,Prem Chopra,Mohan Choti,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323,1304,1759,1503
Kisna: The Warrior Poet,(2005),0.0,"Drama, Musical, Romance",4.5,0,Subhash Ghai,Vivek Oberoi,Isha Sharvani,Antonia Bernath,"['Drama', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2730,2508,885,295
Kiss Kis Ko,(2004),0.0,Musical,4.6,20,Sharad Sharan,Chaitanya Bhosle,Sherrin Varghese,Bhumika Puri,['Musical'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2583,522,2351,518
Kissaa Kursee Kaa,(1978),0.0,Drama,7.1,128,Amrit Nahata,Shabana Azmi,Raj Babbar,Chaman Bagga,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,2030,1852,581
Kisse Pyaar Karoon?,(2009),0.0,"Action, Comedy, Crime",3.3,131,Ajay Chandhok,Arshad Warsi,Aashish Chaudhary,Yash Tonk,"['Action', 'Comedy', 'Crime']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,341,20,3028
Kissebaaz,(2019),0.0,"Action, Comedy, Crime",4.6,224,Annant Jaaitpaal,Pankaj Tripathi,Rahul Bagga,Anupriya Goenka,"['Action', 'Comedy', 'Crime']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,1516,1841,314
Kissi Se Na Kehna,(1983),0.0,"Comedy, Romance",7.4,603,Hrishikesh Mukherjee,Farooq Shaikh,Deepti Naval,Utpal Dutt,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,962,707,593,2871
Kitaab,(1977),0.0,Drama,7.4,197,Gulzar,Uttam Kumar,Vidya Sinha,Shreeram Lagoo,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,2399,2747,2542
Kites,(2010),0.0,"Action, Drama, Romance",6.1,0,Anurag Basu,Hrithik Roshan,Kabir Bedi,Bárbara Mori,"['Action', 'Drama', 'Romance']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,297,830,1003,568
Kitna Badal Gaya Insaan,(1957),,"Drama, Family",6.0,6,I.S. Johar,Ajit,Nalini Jaywant,I.S. Johar,"['Drama', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,118,1484,947
Kitne Door... Kitne Paas,(2002),0.0,"Comedy, Romance",4.5,299,Mehul Kumar,Fardeen Khan,Amrita Arora,Satish Shah,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1535,700,179,2377
Kizhakku Kadarkarai Salai,(2006),,"Action, Crime, Drama",2.7,19,S.S. Stanley,Srikanth,Bhavana,Selvaraj,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346,2217,456,2415
"Knock Knock, I'm Looking to Marry",(2003),0.0,Comedy,5.5,32,Anita Udeep,Suhaas Ahuja,Radhi,Unknown,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,2240,1826,2853
Knock Out,(2010),0.0,"Action, Crime, Drama",6.0,0,Mani Shankar,Sanjay Dutt,Irrfan Khan,Kangana Ranaut,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,1969,879,1144
Ko: Yad,(2012),0.0,Drama,7.9,13,Manju Borah,Unknown,Unknown,Unknown,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,2385,2681,2853
Kodiparakkudu,(1989),0.0,Unknown,5.8,102,Bharathiraja,A.R.S.,Amala Akkineni,Bhagya,['Unknown'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,502,4,142,494
Kohinoor,(1960),0.0,"Action, Adventure, Comedy",6.8,150,S.U. Sunny,Dilip Kumar,Meena Kumari,Azim,"['Action', 'Adventure', 'Comedy']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348,657,1355,453
Kohra,(1993),0.0,"Mystery, Thriller",4.5,25,Partho Ghosh,Arman Kohli,Ayesha Jhulka,Pran,"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1804,335,390,1845
Kohraa,(1964),0.0,"Drama, Musical, Mystery",6.7,134,Biren Nag,Biswajit Chatterjee,Waheeda Rehman,Lalita Pawar,"['Drama', 'Musical', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,532,503,2827,1286
Kohraam,(1991),0.0,Action,5.5,26,Kuku Kohli,Sadashiv Amrapurkar,Mahesh Anand,Brahmachari,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,1901,1239,556
Kohram,(1999),0.0,"Action, Comedy, Drama",5.4,603,Mehul Kumar,Amitabh Bachchan,Nana Patekar,Tabu,"['Action', 'Comedy', 'Drama']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,206,1490,2771
Koi Aap Sa: But Lovers Have to Be Friends,(2005),0.0,"Comedy, Drama, Romance",5.2,232,Partho Mitra,Aftab Shivdasani,Anita Hassanandani Reddy,Dipannita Sharma,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1805,86,217,731
Koi Hai,(2003),0.0,"Drama, Horror",2.4,9,Rajiv S. Ruia,Aman Verma,Shweta Menon,Rinku Ghosh,"['Drama', 'Horror']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2103,175,2405,2158
Koi Jaane Na,(2021),0.0,Thriller,3.5,514,Amin Hajee,Kunal Kapoor,Amyra Dastur,Elli Avrram,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,190,1107,187,764
Koi Jeeta Koi Haara,(1976),0.0,"Drama, Romance",7.9,16,Samir Ganguly,Shashi Kapoor,Saira Banu,Farida Jalal,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2417,2082,2129,789
Koi Kisise Kum Nahin,(1997),,"Crime, Drama, Mystery",6.3,28,Raj N. Sippy,Milind Gunaji,Shalini Kapoor,Ravi Kishan,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,1296,2290,2112
Koi Mere Dil Mein Hai,(2005),0.0,"Drama, Romance",4.7,88,Deepak Ramsay,Dia Mirza,Sadashiv Amrapurkar,Raqesh Bapat,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,653,646,2111,2094
Koi Mere Dil Se Poochhe,(2002),0.0,"Musical, Romance, Thriller",3.5,270,Vinay Shukla,Jaya Bachchan,Aftab Shivdasani,Sanjay Kapoor,"['Musical', 'Romance', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3044,902,72,2331
Koi Sath Hai,(2021),,Horror,3.1,18,Mahaveer Shringi,Anwar Ali,Pratik Asnani,Sikandar Chauhan,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1415,306,1745,2581
Koi... Mil Gaya,(2003),0.0,"Action, Drama, Romance",7.1,0,Rakesh Roshan,Hrithik Roshan,Rekha,Preity Zinta,"['Action', 'Drama', 'Romance']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2136,830,2003,1869
Kolkata Junction,(2014),,Thriller,6.8,12,Anjan Dutt,Sonali Kulkarni,Kay Kay Menon,Sandhya Mridul,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,274,2185,1082,2321
Kondaveeti Raja,(1986),0.0,"Action, Drama",6.3,304,K. Raghavendra Rao,Chiranjeevi,Mohan Babu,Satyanarayana Kaikala,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,550,1406,2384
Kondura (The Sage from the Sea),(1978),0.0,Drama,7.4,51,Shyam Benegal,Anant Nag,Nirmala,Siddesh,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2661,237,1601,2571
Kora Kagaz,(1974),0.0,"Drama, Musical, Family",7.4,241,Anil Ganguly,Vijay Anand,Jaya Bachchan,Achala Sachdev,"['Drama', 'Musical', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,254,2440,933,59
Kosa,(2020),0.0,Drama,7.3,15,Mohit Priyadarshi,Kunal Bhange,Sunil Chipde,Robin Das,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,1105,2546,2183
Koshish,(1972),0.0,Drama,8.6,0,Gulzar,Sanjeev Kumar,Jaya Bachchan,Asrani,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,1980,933,427
Kota Junction,(2015),,Drama,7.5,43,Sachin P. Karande,Munish Khan,Setareh Noori,Sarosh Khan,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367,1363,2261,2362
Kottai Mariamman,(2001),0.0,Drama,3.8,20,Ramanarayanan,Devayani,Diamber,Karan,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,623,618,1158
Kottayam,(2020),0.0,"Crime, Drama, Romance",6.9,13,Binu Bhaskar,Sreenath Janardhanan,Chinnu Kuruvila,Ravi Mathew,"['Crime', 'Drama', 'Romance']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528,2214,534,2114
Kotwal Saab,(1977),,"Action, Crime, Drama",6.0,22,Hrishikesh Mukherjee,Shatrughan Sinha,Aparna Sen,Sudhir,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,2084,276,2673
Koyelaanchal,(2014),0.0,"Action, Drama",5.4,258,Ashu Trikha,Kannan Arunachalam,Biswanath Basu,Vinod Khanna,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,1001,475,2981
Koyla,(1997),0.0,"Action, Drama, Musical",6.2,0,Rakesh Roshan,Shah Rukh Khan,Madhuri Dixit,Amrish Puri,"['Action', 'Drama', 'Musical']",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2136,2038,1234,207
Kranti,(1981),0.0,"Action, Adventure, Drama",7.2,865,Manoj Kumar,Dilip Kumar,Manoj Kumar,Shashi Kapoor,"['Action', 'Adventure', 'Drama']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,657,1308,2472
Kranti,(2002),0.0,"Action, Drama",3.8,394,Naresh Malhotra,Vinod Khanna,Bobby Deol,Ameesha Patel,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,2487,479,178
Kranti Kshetra,(1994),,"Action, Comedy, Drama",5.0,37,Rajeev Kumar,Mithun Chakraborty,Pooja Bhatt,Harish,"['Action', 'Comedy', 'Drama']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2059,1304,1707,898
Krantikari,(1997),0.0,"Action, Crime, Drama",6.3,47,Raghuram,Mithun Chakraborty,Rituparna Sengupta,Rajinikanth,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1304,2042,2014
Krantiveer,(1994),0.0,"Action, Crime, Drama",7.4,0,Mehul Kumar,Nana Patekar,Dimple Kapadia,Atul Agnihotri,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,1389,629,429
Krantiveer: The Revolution,(2010),0.0,"Action, Crime, Drama",4.6,19,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,876,2165,79
Krazzy 4,(2008),0.0,"Comedy, Crime, Drama",4.2,0,Jaideep Sen,Juhi Chawla,Irrfan Khan,Arshad Warsi,"['Comedy', 'Crime', 'Drama']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,951,879,360
Krina,(2018),0.0,Thriller,5.8,6,Shyamal K. Mishra,Parth Singh Chauhan,Tunisha Sharma,Inder Kumar,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2667,1526,2667,956
Krish Trish and Baltiboy: Face Your Fears,(2017),0.0,Animation,7.8,28,Tilak Shetty,Deepak Chachra,Smita Malhotra,Tarun Ratnani,['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909,596,2435,2803
Krishan Avtaar,(1993),0.0,Action,5.7,31,Ashok Gaekwad,Mithun Chakraborty,Somy Ali,Hashmat Khan,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,1304,2454,914
Krishna,(1996),0.0,"Action, Drama, Romance",4.7,318,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor,"['Action', 'Drama', 'Romance']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2306,604,2552,1175
Krishna Arjun,(1997),0.0,Drama,6.6,23,Shailendra Shukla,Jeetendra,Vivek Mushran,Upasna Singh,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553,919,2818,2855
Krishna Aur Kans,(2012),0.0,"Animation, Action, Adventure",6.5,188,Vikram Veturi,Manoj Bajpayee,Harish Bhimani,Neetu Chaudhary,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,1224,798,1668
Krishna Cottage,(2004),0.0,"Horror, Mystery",5.2,0,Santram Varma,Sohail Khan,Isha Koppikar,Anita Hassanandani Reddy,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2489,2171,884,262
Krishna Leela,(1946),,Unknown,6.4,9,Debaki Bose,Kanan Devi,Devi Mukherjee,Ranjit Roy,['Unknown'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,636,993,600,2088
Kriya,(2020),0.0,"Drama, Fantasy, Horror",6.5,29,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2674,403,1205,1214
Kroadh,(1990),0.0,"Action, Crime, Drama",5.1,187,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh,"['Action', 'Crime', 'Drama']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598,1969,2557,212
Krodh,(2000),0.0,"Action, Comedy, Drama",4.4,213,Ashok Honda,Sunil Shetty,Johnny Lever,Rambha,"['Action', 'Comedy', 'Drama']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2266,973,2055
Krodhi,(1981),0.0,"Action, Crime, Thriller",6.5,165,Subhash Ghai,Dharmendra,Shashi Kapoor,Zeenat Aman,"['Action', 'Crime', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2730,631,2321,3058
Krorepati,(1961),,"Comedy, Crime, Drama",5.9,10,Mohan Segal,Kishore Kumar,Shashikala,Kumkum,"['Comedy', 'Crime', 'Drama']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,1067,2323,1256
Krrish,(2006),0.0,"Action, Adventure, Sci-Fi",6.4,0,Rakesh Roshan,Hrithik Roshan,Priyanka Chopra Jonas,Rekha,"['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2136,830,1785,2136
Krrish 3,(2013),0.0,"Action, Adventure, Sci-Fi",5.2,0,Rakesh Roshan,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra Jonas,"['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2136,830,2819,1899
Kshatriya,(1993),0.0,"Action, Drama, War",5.9,575,J.P. Dutta,Sunil Dutt,Dharmendra,Vinod Khanna,"['Action', 'Drama', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1017,2262,607,2981
Kshay,(2011),0.0,Drama,6.7,302,Karan Gour,Rasika Dugal,Alekh Sangal,Sudhir Pednekar,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,1782,119,2677
Kucch Luv Jaisaa,(2011),0.0,Drama,4.3,126,Shukla Barnali Ray,Shefali Shah,Om Puri,Rahul Bose,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,2088,1632,1955
Kucch To Hai,(2003),0.0,"Horror, Mystery",4.2,851,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,297,254,2669,771
Kuch Alag Sa,(2014),,Drama,6.6,8,Sanghamitra Chaudhuri,Samiksha Bhatt,Unknown,Unknown,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,1946,2681,2853
Kuch Der Aur,(2018),0.0,Drama,8.5,41,Anurag Kawatra,Meenu Kawatra,Saajan Kataria,Rajesh Navgain,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1278,2096,2007
Kuch Khatta Kuch Meetha,(2007),0.0,Comedy,3.8,15,Basu Chatterjee,Sarvar Ahuja,Satish Kaushik,Anupam Kher,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,1999,2233,312
Kuch Khatti Kuch Meethi,(2001),0.0,"Comedy, Drama, Romance",4.6,628,Rahul Rawail,Kajol,Rati Agnihotri,Rishi Kapoor,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,977,1975,2165
Kuch Kuch Hota Hai,(1998),0.0,"Comedy, Drama, Musical",7.6,0,Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji,"['Comedy', 'Drama', 'Musical']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1247,2038,1011,2076
Kuch Kuch Locha Hai,(2015),0.0,"Comedy, Drama",2.5,794,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,1741,2559,775
Kuch Naa Kaho,(2003),0.0,"Comedy, Drama, Romance",5.4,0,Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2270,101,42,2377
Kuch Pal Pyar Ke,(2018),0.0,Drama,4.3,18,Viral H. Patel,Aamir,Tejas Gadhvi,Aamir Ghani,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,16,2639,10
Kuch To Gadbad Hai,(2004),,Comedy,7.4,39,Suresh Bafna,Nilanjana Bhattacharya,Kulbir Badesron,Arun Bakshi,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826,1458,1138,366
Kuch Tum Kaho Kuch Hum Kahein,(2002),0.0,"Action, Drama, Romance",5.6,569,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani,"['Action', 'Drama', 'Romance']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1159,2464,632,66
Kuchh Bheege Alfaaz,(2018),0.0,Romance,7.5,820,Onir,Geetanjali Thapa,Zain Khan Durrani,Shray Rai Tiwari,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1747,742,2856,2540
Kuchh Kariye,(2010),,"Adventure, Drama, Music",4.1,17,Jagbir Dahiya,Abhay Bhargava,Suresh Chatwal,Dinesh Hingoo,"['Adventure', 'Drama', 'Music']",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1026,32,2570,726
Kuchh Meetha Ho Jaye,(2005),0.0,"Comedy, Romance",3.4,278,Samar Khan,Arshad Warsi,Mahima Chaudhry,Parvin Dabas,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2404,341,1249,1784
Kudiyon Ka Hai Zamaana,(2006),0.0,Comedy,3.7,70,Amar Butala,Rekha,Mahima Chaudhry,Vasundhara Das,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1818,1249,2905
Kudrat,(1981),0.0,"Drama, Mystery, Romance",6.9,315,Chetan Anand,Rajesh Khanna,Raaj Kumar,Hema Malini,"['Drama', 'Mystery', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,591,1702,1813,920
Kudrat,(1998),0.0,"Action, Drama, Romance",4.5,139,Raj N. Sippy,Akshaye Khanna,Urmila Matondkar,Maya Alagh,"['Action', 'Drama', 'Romance']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,148,2689,1440
Kudrat Ka Kanoon,(1987),0.0,Mystery,5.1,46,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo,['Mystery'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1171,1879,439,2057
Kuk Doo Koo,(1985),0.0,Comedy,8.5,6,Parvati Menon,Chetan Hansraj,Laxmi Aishwarya,Aditya Gupte,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808,539,1181,75
Kuku Mathur Ki Jhand Ho Gayi,(2014),0.0,"Comedy, Romance",5.3,243,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Siddharth Bhardwaj,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179,2147,2431,2574
Kuldip Patwal: I Didn't Do It!,(2017),0.0,"Crime, Drama, Mystery",6.6,614,Remy Kohli,Deepak Dobriyal,Gulshan Devaiah,Raima Sen,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2245,599,771,1963
Kundan,(1955),0.0,"Crime, Drama",6.5,16,Sohrab Modi,Sohrab Modi,Sunil Dutt,Nimmi,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2691,2176,2549,1705
Kundan,(1993),0.0,"Action, Drama",5.8,40,K.C. Bokadia,Dharmendra,Jaya Prada,Amrish Puri,"['Action', 'Drama']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,631,934,207
